relevance_score,completeness_score,hallucination_detected,latency_ms,estimated_tokens,estimated_cost_usd,keywords_from_context,num_context_chunks,num_response_sentences,index,num_hallucinated_sentences
1.0,0.5714,False,,9,1.8e-05,"['nothing', 'really', 'you', 'throwing', 'party', 'next', 'saturday']",2,1,603,0
1.0,0.2,False,,4,8e-06,"['throwing', 'party', 'next', 'saturday', 'right']",2,1,604,0
1.0,0.8,False,,8,1.6e-05,"['right', 'yeah', 'you', 'going', 'come']",2,1,605,0
1.0,0.3333,False,,8,1.6e-05,"['yeah', 'you', 'going', 'come', 'sorry', 'can']",2,1,606,0
1.0,0.5,False,,3,6e-06,"['sorry', 'can', 'why', 'not']",2,1,607,0
1.0,0.6,False,,7,1.4e-05,"['why', 'not', 'don', 'really', 'want']",2,1,608,0
1.0,0.6667,False,,7,1.4e-05,"['don', 'really', 'want', 'well', 'why', 'you']",2,1,609,0
1.0,0.4286,False,,6,1.2e-05,"['well', 'why', 'don', 'you', 'hate', 'going', 'parties']",2,1,610,0
1.0,0.4,False,,6,1.2e-05,"['hate', 'going', 'parties', 'well', 'okay']",2,1,611,0
1.0,0.5,False,,4,8e-06,"['well', 'okay', 'yeah', 'sorry']",2,1,612,0
1.0,0.8,False,,6,1.2e-05,"['what', 'nothing', 'how', 'about', 'you']",2,1,613,0
1.0,0.5,False,,12,2.4e-05,"['nothing', 'how', 'about', 'you', 'next', 'saturday', 'going', 'have']",2,1,614,0
1.0,0.1667,False,,4,8e-06,"['next', 'saturday', 'going', 'have', 'party', 'really']",2,1,615,0
1.0,0.6667,False,,4,8e-06,"['really', 'you', 'coming']",2,1,616,0
1.0,0.5,False,,3,6e-06,"['you', 'coming', 'probably', 'not']",2,1,617,0
1.0,0.3333,False,,4,8e-06,"['probably', 'not', 'why']",2,1,618,0
1.0,0.8,False,,7,1.4e-05,"['why', 'don', 'feel', 'like', 'going']",2,1,619,0
1.0,0.3333,False,,3,6e-06,"['don', 'feel', 'like', 'going', 'why', 'not']",2,1,620,0
1.0,0.7143,False,,9,1.8e-05,"['why', 'not', 'really', 'can', 'stand', 'going', 'parties']",2,1,621,0
1.0,0.4286,False,,6,1.2e-05,"['really', 'can', 'stand', 'going', 'parties', 'understand', 'guess']",2,1,622,0
1.0,0.5,False,,4,8e-06,"['understand', 'guess', 'sorry', 'about']",2,1,623,0
1.0,0.8333,False,,8,1.6e-05,"['what', 'happening', 'not', 'lot', 'about', 'you']",2,1,624,0
1.0,0.375,False,,9,1.8e-05,"['not', 'lot', 'what', 'about', 'you', 'having', 'party', 'next']",2,1,625,0
1.0,0.2,False,,4,8e-06,"['having', 'party', 'next', 'saturday', 'nice']",2,1,626,0
1.0,0.75,False,,7,1.4e-05,"['nice', 'you', 'going', 'there']",2,1,627,0
1.0,0.4,False,,6,1.2e-05,"['you', 'going', 'there', 'don', 'think']",2,1,628,0
1.0,0.6,False,,6,1.2e-05,"['don', 'think', 'there', 'reason', 'why']",2,1,629,0
1.0,0.5714,False,,9,1.8e-05,"['there', 'reason', 'why', 'just', 'really', 'don', 'want']",2,1,630,0
1.0,0.3333,False,,3,6e-06,"['just', 'really', 'don', 'want', 'how', 'come']",2,1,631,0
1.0,0.6667,False,,7,1.4e-05,"['how', 'come', 'don', 'really', 'like', 'parties']",2,1,632,0
1.0,0.5,False,,11,2.2e-05,"['don', 'really', 'like', 'parties', 'wish', 'you', 'would', 'but']",2,1,633,0
1.0,1.0,False,,8,1.6e-05,"['what', 'nothing', 'much', 'going']",2,1,634,0
1.0,0.4286,False,,8,1.6e-05,"['nothing', 'much', 'what', 'going', 'having', 'party', 'friday']",2,1,635,0
0.7215,0.4,False,,8,1.6e-05,"['having', 'party', 'friday', 'really', 'nice']",2,2,636,0
1.0,0.6667,False,,10,2e-05,"['wanted', 'really', 'nice', 'see', 'you', 'come']",2,1,637,0
0.7432,0.5,False,,10,2e-05,"['wanted', 'see', 'you', 'come', 'friday', 'sorry', 'already', 'have']",2,2,638,0
1.0,0.2857,False,,3,6e-06,"['friday', 'sorry', 'already', 'have', 'plans', 'doing', 'what']",2,1,639,0
1.0,0.6,False,,9,1.8e-05,"['doing', 'what', 'going', 'dinner', 'family']",2,1,640,0
1.0,0.625,False,,11,2.2e-05,"['going', 'dinner', 'family', 'really', 'wanted', 'you', 'come', 'but']",2,1,641,0
1.0,0.25,False,,6,1.2e-05,"['really', 'wanted', 'you', 'come', 'but', 'understand', 'yeah', 'maybe']",2,1,642,0
1.0,0.3333,False,,7,1.4e-05,"['yeah', 'maybe', 'next', 'time', 'hold', 'you']",2,1,643,0
1.0,0.6,False,,5,1e-05,"['hold', 'you', 'sounds', 'like', 'plan']",2,1,644,0
0.7634,0.7143,False,,8,1.6e-05,"['what', 'you', 'hey', 'good', 'not', 'lot', 'about']",2,2,645,0
1.0,0.375,False,,8,1.6e-05,"['not', 'lot', 'what', 'about', 'you', 'throwing', 'party', 'friday']",2,1,646,0
1.0,0.5,False,,5,1e-05,"['throwing', 'party', 'friday', 'sounds', 'like', 'fun']",2,1,647,0
1.0,0.5714,False,,7,1.4e-05,"['you', 'sounds', 'like', 'fun', 'think', 'can', 'come']",2,1,648,0
0.8674,0.5,False,,12,2.4e-05,"['you', 'think', 'can', 'come', 'sorry', 'already', 'doing', 'something']",2,2,649,0
1.0,0.5,False,,8,1.6e-05,"['doing', 'sorry', 'already', 'something', 'friday', 'what', 'you', 'going']",2,1,650,0
1.0,0.5,False,,9,1.8e-05,"['going', 'what', 'you', 'doing', 'family', 'dinner']",2,1,651,0
1.0,0.5714,False,,7,1.4e-05,"['family', 'going', 'dinner', 'hoping', 'you', 'would', 'come']",2,1,652,0
1.0,0.5,False,,11,2.2e-05,"['hoping', 'you', 'would', 'come', 'definitely', 'try', 'make', 'next']",2,1,653,0
1.0,0.375,False,,7,1.4e-05,"['definitely', 'try', 'make', 'next', 'time', 'better', 'see', 'you']",2,1,654,0
0.7728,0.75,False,,10,2e-05,"['see', 'you', 'better', 'there', 'all', 'right', 'next', 'time']",2,2,655,0
0.6979,0.7143,False,,7,1.4e-05,"['what', 'going', 'nothing', 'really', 'how', 'about', 'you']",2,2,656,0
1.0,0.375,False,,12,2.4e-05,"['nothing', 'really', 'how', 'about', 'you', 'lot', 'like', 'party']",2,1,657,0
1.0,0.2857,False,,6,1.2e-05,"['lot', 'like', 'party', 'having', 'friday', 'well', 'cool']",2,1,658,0
1.0,0.6667,False,,8,1.6e-05,"['well', 'cool', 'will', 'you', 'able', 'make']",2,1,659,0
0.8649,0.4286,False,,10,2e-05,"['will', 'you', 'able', 'make', 'busy', 'friday', 'sorry']",2,2,660,0
1.0,0.5,False,,7,1.4e-05,"['busy', 'friday', 'sorry', 'what', 'you', 'have']",2,1,661,0
1.0,0.5,False,,7,1.4e-05,"['what', 'you', 'have', 'having', 'dinner', 'family']",2,1,662,0
1.0,0.625,False,,7,1.4e-05,"['having', 'dinner', 'family', 'maybe', 'you', 'can', 'come', 'next']",2,1,663,0
1.0,0.625,False,,11,2.2e-05,"['come', 'next', 'maybe', 'you', 'can', 'time', 'make', 'sure']",2,1,664,0
1.0,0.5,False,,10,2e-05,"['next', 'party', 'make', 'sure', 'come', 'your', 'look', 'you']",2,1,665,0
1.0,0.75,False,,11,2.2e-05,"['you', 'nice', 'talking', 'why', 'trying', 'rush', 'off', 'phone']",2,1,666,0
1.0,0.25,False,,6,1.2e-05,"['why', 'you', 'trying', 'rush', 'off', 'phone', 'really', 'have']",2,1,667,0
0.9011,0.7143,True,,10,2e-05,"['really', 'have', 'why', 'still', 'wanted', 'talk', 'you']",2,2,668,1
1.0,0.2857,False,,6,1.2e-05,"['why', 'still', 'wanted', 'talk', 'you', 'have', 'things']",2,1,669,0
1.0,0.5,False,,3,6e-06,"['have', 'things', 'like', 'what']",2,1,670,0
1.0,0.5,False,,6,1.2e-05,"['like', 'what', 'don', 'nosey']",2,1,671,0
0.6649,0.6667,False,,10,2e-05,"['don', 'nosey', 'not', 'just', 'want', 'know']",2,2,672,0
1.0,0.5,False,,10,2e-05,"['not', 'just', 'want', 'know', 'well', 'really', 'none', 'your']",2,1,673,0
1.0,0.1667,False,,4,8e-06,"['well', 'really', 'none', 'your', 'business', 'harsh']",2,1,674,0
1.0,0.75,False,,10,2e-05,"['harsh', 'sorry', 'but', 'have']",2,1,675,0
1.0,0.25,False,,2,4e-06,"['sorry', 'but', 'have', 'fine']",2,1,676,0
1.0,0.75,False,,16,3.2e-05,"['you', 'enjoyed', 'conversing', 'there', 'reason', 'why', 'trying', 'get']",2,1,677,0
1.0,0.0,False,,6,1.2e-05,"['there', 'reason', 'why', 'you', 'trying', 'get', 'off', 'phone']",2,1,678,0
1.0,0.8,False,,8,1.6e-05,"['got', 'wasn', 'done', 'talking', 'you']",2,1,679,0
1.0,0.5,False,,19,3.8e-05,"['wasn', 'done', 'talking', 'you', 'have', 'some', 'things', 'besides']",2,1,680,0
0.883,0.375,False,,12,2.4e-05,"['not', 'nosey', 'have', 'some', 'things', 'besides', 'polite', 'being']",2,2,681,0
1.0,0.375,False,,12,2.4e-05,"['not', 'being', 'nosey', 'just', 'asking', 'really', 'don', 'think']",2,1,682,0
1.0,0.25,False,,5,1e-05,"['really', 'don', 'think', 'any', 'your', 'business', 'not', 'nice']",2,1,683,0
1.0,0.75,False,,12,2.4e-05,"['not', 'nice', 'apologize', 'but', 'getting', 'off', 'phone', 'now']",2,1,684,0
1.0,0.1429,False,,2,4e-06,"['apologize', 'but', 'getting', 'off', 'phone', 'now', 'okay']",2,1,685,0
1.0,0.4,False,,5,1e-05,"['talk', 'you', 'later', 'what', 'rush']",2,1,686,0
1.0,0.7143,False,,9,1.8e-05,"['what', 'rush', 'have', 'get', 'off', 'phone', 'now']",2,1,687,0
1.0,0.75,False,,12,2.4e-05,"['get', 'off', 'phone', 'have', 'now', 'not', 'ready', 'you']",2,1,688,0
1.0,0.25,False,,11,2.2e-05,"['not', 'ready', 'get', 'off', 'phone', 'you', 'there', 'other']",2,1,689,0
1.0,0.375,False,,9,1.8e-05,"['need', 'there', 'other', 'things', 'take', 'care', 'what', 'you']",2,1,690,0
1.0,0.5,False,,7,1.4e-05,"['what', 'you', 'need', 'please', 'don', 'nosey']",2,1,691,0
1.0,0.7143,False,,13,2.6e-05,"['nosey', 'please', 'don', 'not', 'being', 'just', 'question']",2,1,692,0
1.0,0.375,False,,9,1.8e-05,"['not', 'being', 'nosey', 'just', 'question', 'you', 'don', 'need']",2,1,693,0
1.0,0.2857,False,,6,1.2e-05,"['you', 'don', 'need', 'worry', 'about', 'mean', 'say']",2,1,694,0
1.0,0.6667,False,,10,2e-05,"['mean', 'say', 'very', 'sorry', 'but', 'must']",2,1,695,0
1.0,0.8,False,,8,1.6e-05,"['nice', 'talking', 'you', 'well', 'too']",2,1,696,0
1.0,0.5,False,,7,1.4e-05,"['nice', 'talking', 'you', 'too', 'should', 'really', 'hang', 'out']",2,1,697,0
1.0,0.2857,False,,5,1e-05,"['should', 'really', 'hang', 'out', 'again', 'would', 'fun']",2,1,698,0
1.0,0.6,False,,7,1.4e-05,"['would', 'fun', 'where', 'you', 'want']",2,1,699,0
1.0,0.5714,False,,9,1.8e-05,"['where', 'you', 'want', 'think', 'should', 'out', 'eat']",2,1,700,0
1.0,0.3333,False,,4,8e-06,"['think', 'should', 'out', 'eat', 'sounds', 'good']",2,1,701,0
1.0,0.7143,False,,10,2e-05,"['sounds', 'good', 'all', 'right', 'see', 'you', 'then']",2,1,702,0
1.0,0.5714,False,,6,1.2e-05,"['you', 'all', 'right', 'see', 'then', 'call', 'later']",2,1,703,0
1.0,0.8333,False,,10,2e-05,"['you', 'later', 'call', 'okay', 'talk', 'then']",2,1,704,0
1.0,0.5,False,,4,8e-06,"['you', 'later', 'okay', 'talk', 'then', 'see']",2,1,705,0
1.0,0.25,False,,2,4e-06,"['see', 'you', 'later', 'bye']",2,1,706,0
1.0,1.0,False,,7,1.4e-05,"['enjoyed', 'talking', 'you', 'too']",2,1,707,0
1.0,0.5,False,,7,1.4e-05,"['enjoyed', 'talking', 'you', 'too', 'should', 'hang', 'out', 'some']",2,1,708,0
1.0,0.375,False,,7,1.4e-05,"['should', 'hang', 'out', 'some', 'time', 'think', 'would', 'nice']",2,1,709,0
1.0,0.75,False,,11,2.2e-05,"['would', 'think', 'nice', 'there', 'anything', 'you', 'like', 'next']",2,1,710,0
1.0,0.25,False,,9,1.8e-05,"['you', 'there', 'anything', 'would', 'like', 'next', 'time', 'want']",2,1,711,0
1.0,0.2,False,,5,1e-05,"['you', 'want', 'out', 'eat', 'like']",2,1,712,0
1.0,0.8,False,,8,1.6e-05,"['like', 'see', 'you', 'next', 'time']",2,1,713,0
1.0,0.5714,False,,8,1.6e-05,"['you', 'see', 'next', 'time', 'going', 'call', 'soon']",2,1,714,0
1.0,0.5,False,,7,1.4e-05,"['you', 'going', 'call', 'soon', 'talk', 'later']",2,1,715,0
1.0,0.6,False,,4,8e-06,"['you', 'talk', 'later', 'see', 'soon']",2,1,716,0
1.0,0.25,False,,3,6e-06,"['see', 'you', 'soon', 'goodbye']",2,1,717,0
1.0,0.7143,False,,9,1.8e-05,"['talking', 'you', 'had', 'fun', 'really', 'nice', 'also']",2,1,718,0
1.0,0.5,False,,9,1.8e-05,"['really', 'nice', 'talking', 'you', 'also', 'think', 'should', 'something']",2,1,719,0
1.0,0.4286,False,,7,1.4e-05,"['should', 'think', 'really', 'something', 'sometime', 'loads', 'fun']",2,1,720,0
1.0,0.625,False,,9,1.8e-05,"['should', 'loads', 'fun', 'what', 'you', 'want', 'next', 'time']",2,1,721,0
1.0,0.5,False,,10,2e-05,"['you', 'what', 'want', 'next', 'time', 'would', 'like', 'dinner']",2,1,722,0
1.0,0.2857,False,,7,1.4e-05,"['would', 'you', 'like', 'dinner', 'something', 'yeah', 'let']",2,1,723,0
1.0,0.7143,False,,7,1.4e-05,"['yeah', 'let', 'okay', 'until', 'next', 'time', 'then']",2,1,724,0
1.0,0.375,False,,11,2.2e-05,"['okay', 'until', 'next', 'time', 'then', 'call', 'you', 'can']",2,1,725,0
1.0,0.5,False,,5,1e-05,"['you', 'call', 'can', 'set', 'talk', 'then']",2,1,726,0
1.0,0.6667,False,,6,1.2e-05,"['you', 'talk', 'then', 'all', 'right', 'see']",2,1,727,0
1.0,0.5,False,,6,1.2e-05,"['live', 'where', 'you', 'pasadena']",2,1,728,0
1.0,0.6667,False,,5,1e-05,"['pasadena', 'live', 'where']",2,1,729,0
1.0,0.3333,False,,5,1e-05,"['where', 'pasadena', 'california']",2,1,730,0
1.0,1.0,False,,6,1.2e-05,"['california', 'northern']",2,1,731,0
0.8403,0.6667,True,,8,1.6e-05,"['california', 'northern', 'southern']",2,2,732,1
1.0,0.6,False,,7,1.4e-05,"['southern', 'california', 'pasadena', 'big', 'city']",2,1,733,0
1.0,0.5,False,,5,1e-05,"['big', 'pasadena', 'city', 'pretty']",2,1,734,0
1.0,1.0,False,,7,1.4e-05,"['big', 'pretty', 'how']",2,1,735,0
1.0,0.625,False,,9,1.8e-05,"['big', 'how', 'pretty', 'has', 'about', '140', '000', 'people']",2,1,736,0
1.0,0.375,False,,7,1.4e-05,"['has', 'about', '140', '000', 'people', 'how', 'big', 'los']",2,1,737,0
1.0,0.5,False,,8,1.6e-05,"['how', 'big', 'los', 'angeles', 'has', 'about', 'million', 'people']",2,1,738,0
1.0,0.25,False,,5,1e-05,"['you', 'have', 'car', 'yes']",2,1,739,0
1.0,0.8333,False,,8,1.6e-05,"['yes', 'what', 'kind', 'car', 'you', 'have']",2,1,740,0
1.0,0.3333,False,,5,1e-05,"['have', 'what', 'kind', 'car', 'you', 'honda']",2,1,741,0
1.0,0.3333,False,,4,8e-06,"['have', 'honda', 'new']",2,1,742,0
1.0,1.0,False,,8,1.6e-05,"['new', '2003']",2,1,743,0
1.0,0.6,False,,8,1.6e-05,"['new', '2003', 'pretty', 'old', 'now']",2,1,744,0
0.6119,0.625,False,,11,2.2e-05,"['pretty', 'old', 'now', 'yes', 'but', 'still', 'looks', 'good']",2,2,745,0
1.0,0.5,False,,8,1.6e-05,"['good', 'yes', 'but', 'still', 'looks', 'you', 'take', 'care']",2,1,746,0
0.8382,0.5,True,,11,2.2e-05,"['you', 'take', 'good', 'care', 'yes', 'wash', 'once', 'week']",2,2,747,1
1.0,0.4286,False,,6,1.2e-05,"['yes', 'wash', 'once', 'week', 'you', 'change', 'oil']",2,1,748,0
1.0,0.8571,False,,9,1.8e-05,"['oil', 'you', 'change', 'mechanic', 'changes', 'twice', 'year']",2,1,749,0
0.8042,0.5,False,,9,1.8e-05,"['you', 'have', 'girlfriend', 'don']",2,2,750,0
1.0,0.8,False,,9,1.8e-05,"['don', 'you', 'have', 'girlfriend', 'either']",2,1,751,0
1.0,0.3333,False,,3,6e-06,"['don', 'have', 'girlfriend', 'either', 'why', 'not']",2,1,752,0
0.8688,0.8571,False,,12,2.4e-05,"['not', 'why', 'don', 'know', 'maybe', 'rich', 'enough']",2,2,753,0
1.0,0.25,False,,6,1.2e-05,"['don', 'know', 'maybe', 'not', 'rich', 'enough', 'girls', 'like']",2,1,754,0
1.0,0.3333,False,,4,8e-06,"['girls', 'like', 'guys', 'money', 'they', 'sure']",2,1,755,0
1.0,0.8333,False,,7,1.4e-05,"['they', 'sure', 'like', 'guys', 'new', 'cars']",2,1,756,0
1.0,0.5,False,,10,2e-05,"['new', 'they', 'like', 'guys', 'cars', 'don', 'have', 'money']",2,1,757,0
1.0,0.1667,False,,4,8e-06,"['don', 'have', 'money', 'new', 'car', 'neither']",2,1,758,0
1.0,0.8571,False,,8,1.6e-05,"['neither', 'but', 'girls', 'like', 'guys', 'who', 'funny']",2,1,759,0
1.0,0.25,False,,8,1.6e-05,"['but', 'girls', 'like', 'guys', 'who', 'funny', 'maybe', 'should']",2,1,760,0
1.0,0.5,False,,7,1.4e-05,"['where', 'you', 'going', 'have', 'walk', 'dog']",2,1,761,0
1.0,0.8333,False,,8,1.6e-05,"['have', 'dog', 'walk', 'what', 'kind', 'you']",2,1,762,0
1.0,0.4286,False,,7,1.4e-05,"['have', 'what', 'kind', 'dog', 'you', 'little', 'poodle']",2,1,763,0
1.0,0.6667,False,,6,1.2e-05,"['have', 'little', 'poodle', 'poodles', 'bark', 'lot']",2,1,764,0
1.0,0.4,False,,4,8e-06,"['poodles', 'bark', 'lot', 'they', 'sure']",2,1,765,0
1.0,0.75,False,,5,1e-05,"['they', 'sure', 'bark', 'everything']",2,1,766,0
1.0,0.6,False,,5,1e-05,"['they', 'bark', 'everything', 'never', 'shut']",2,1,767,0
1.0,0.625,False,,8,1.6e-05,"['they', 'never', 'shut', 'why', 'did', 'you', 'get', 'poodle']",2,1,768,0
1.0,0.2857,False,,7,1.4e-05,"['why', 'did', 'you', 'get', 'poodle', 'mom', 'dog']",2,1,769,0
1.0,0.6,False,,6,1.2e-05,"['mom', 'dog', 'she', 'likes', 'poodles']",2,1,770,0
1.0,0.7143,False,,8,1.6e-05,"['she', 'likes', 'poodles', 'says', 'they', 'good', 'watchdogs']",2,1,771,0
0.7495,0.6667,False,,8,1.6e-05,"['can', 'borrow', 'sure', 'why', 'you', 'need']",2,2,772,0
1.0,0.4286,False,,6,1.2e-05,"['sure', 'why', 'you', 'need', 'want', 'buy', 'lunch']",2,1,773,0
1.0,0.5,False,,5,1e-05,"['want', 'buy', 'lunch', 'where', 'your', 'money']",2,1,774,0
1.0,0.4,False,,7,1.4e-05,"['where', 'your', 'money', 'not', 'wallet']",2,1,775,0
1.0,0.75,False,,5,1e-05,"['wallet', 'not', 'your', 'empty']",2,1,776,0
1.0,0.625,False,,10,2e-05,"['your', 'wallet', 'empty', 'don', 'have', 'even', 'one', 'dollar']",2,1,777,0
1.0,0.375,False,,6,1.2e-05,"['don', 'have', 'even', 'one', 'dollar', 'being', 'broke', 'fun']",2,1,778,0
1.0,0.5714,False,,10,2e-05,"['being', 'broke', 'fun', 'even', 'only', 'short', 'while']",2,1,779,0
1.0,0.5,False,,8,1.6e-05,"['even', 'only', 'short', 'while', 'always', 'good', 'have', 'friends']",2,1,780,0
1.0,0.625,False,,10,2e-05,"['friends', 'you', 'always', 'good', 'have', 'will', 'lend', 'money']",2,1,781,0
1.0,0.25,False,,8,1.6e-05,"['you', 'friends', 'will', 'lend', 'money', 'when', 'broke', 'long']",2,1,782,0
1.0,0.5,False,,6,1.2e-05,"['let', 'beach', 'great', 'idea']",2,1,783,0
1.0,0.6,False,,8,1.6e-05,"['great', 'idea', 'haven', 'been', 'while']",2,1,784,0
1.0,0.75,False,,8,1.6e-05,"['haven', 'been', 'while', 'month']",2,1,785,0
1.0,0.625,False,,10,2e-05,"['haven', 'been', 'month', 'last', 'time', 'went', 'you', 'almost']",2,1,786,0
1.0,0.1429,False,,6,1.2e-05,"['last', 'time', 'went', 'you', 'almost', 'drowned', 'didn']",2,1,787,0
1.0,0.875,False,,11,2.2e-05,"['didn', 'then', 'why', 'did', 'lifeguard', 'dive', 'into', 'water']",2,1,788,0
1.0,0.125,False,,8,1.6e-05,"['then', 'why', 'did', 'lifeguard', 'dive', 'into', 'water', 'think']",2,1,789,0
1.0,0.4286,False,,8,1.6e-05,"['think', 'wanted', 'cool', 'off', 'swam', 'right', 'you']",2,1,790,0
1.0,0.6667,False,,7,1.4e-05,"['right', 'swam', 'you', 'then', 'turned', 'around']",2,1,791,0
1.0,0.5,False,,5,1e-05,"['right', 'then', 'turned', 'around', 'maybe', 'you']",2,1,792,0
1.0,0.6667,False,,6,1.2e-05,"['maybe', 'you', 'right', 'should', 'get', 'going']",2,1,793,0
0.8228,0.3333,False,,6,1.2e-05,"['you', 'married', 'divorced']",2,2,794,0
1.0,1.0,False,,6,1.2e-05,"['divorced', 'when', 'did', 'you', 'get']",2,1,795,0
1.0,0.5,False,,7,1.4e-05,"['divorced', 'when', 'did', 'you', 'get', 'got', 'two', 'years']",2,1,796,0
1.0,0.5,False,,6,1.2e-05,"['divorced', 'got', 'two', 'years', 'ago', 'why', 'did', 'you']",2,1,797,0
1.0,0.2857,False,,5,1e-05,"['why', 'did', 'you', 'get', 'divorced', 'wife', 'left']",2,1,798,0
1.0,0.7143,False,,6,1.2e-05,"['wife', 'left', 'why', 'did', 'she', 'leave', 'you']",2,1,799,0
1.0,0.625,False,,9,1.8e-05,"['she', 'why', 'did', 'leave', 'you', 'said', 'didn', 'love']",2,1,800,0
0.7553,0.2857,False,,6,1.2e-05,"['she', 'said', 'didn', 'love', 'anymore', 'wow', 'terrible']",2,2,801,0
1.0,0.3333,False,,5,1e-05,"['wow', 'terrible', 'yes']",2,1,802,0
1.0,0.8571,False,,8,1.6e-05,"['yes', 'why', 'didn', 'she', 'love', 'you', 'anymore']",2,1,803,0
1.0,0.5,False,,9,1.8e-05,"['she', 'love', 'why', 'didn', 'you', 'anymore', 'fell', 'best']",2,1,804,0
1.0,0.5,False,,5,1e-05,"['bored', 'what']",2,1,805,0
1.0,0.5,False,,2,4e-06,"['what', 'nothing']",2,1,806,0
1.0,0.75,False,,7,1.4e-05,"['nothing', 'there', 'must', 'something']",2,1,807,0
1.0,0.4,False,,5,1e-05,"['there', 'must', 'something', 'nothing', 'interesting']",2,1,808,0
1.0,0.7143,False,,7,1.4e-05,"['nothing', 'interesting', 'what', 'about', 'new', 'game', 'show']",2,1,809,0
1.0,0.2857,False,,3,6e-06,"['what', 'about', 'new', 'game', 'show', 'which', 'one']",2,1,810,0
1.0,0.3333,False,,6,1.2e-05,"['deal', 'which', 'one']",2,1,811,0
1.0,0.75,False,,6,1.2e-05,"['deal', 'tell', 'you', 'joking']",2,1,812,0
1.0,0.4,False,,5,1e-05,"['tell', 'you', 'joking', 'love', 'show']",2,1,813,0
0.8432,0.6,False,,9,1.8e-05,"['love', 'show', 'watched', 'once', 'enough']",2,2,814,0
0.7545,0.625,False,,12,2.4e-05,"['watched', 'once', 'enough', 'right', 'now', 'let', 'watch', 'together']",2,2,815,0
0.9572,0.5714,True,,10,2e-05,"['like', 'living', 'here', 'agree', 'pasadena', 'nice', 'city']",2,2,816,1
1.0,0.4286,False,,6,1.2e-05,"['agree', 'pasadena', 'nice', 'city', 'not', 'too', 'big']",2,1,817,0
1.0,0.75,False,,7,1.4e-05,"['not', 'too', 'big', 'small']",2,1,818,0
1.0,0.625,False,,8,1.6e-05,"['not', 'too', 'small', 'has', 'great', 'weather', 'all', 'year']",2,1,819,0
1.0,0.375,False,,6,1.2e-05,"['has', 'great', 'weather', 'all', 'year', 'long', 'rose', 'parade']",2,1,820,0
1.0,0.6,False,,5,1e-05,"['has', 'rose', 'parade', 'beautiful', 'houses']",2,1,821,0
1.0,0.6,False,,5,1e-05,"['has', 'beautiful', 'houses', 'wonderful', 'restaurants']",2,1,822,0
1.0,0.6,False,,5,1e-05,"['has', 'wonderful', 'restaurants', 'great', 'schools']",2,1,823,0
1.0,0.4,False,,7,1.4e-05,"['has', 'great', 'schools', 'close', 'mountains']",2,1,824,0
1.0,0.5,False,,5,1e-05,"['close', 'mountains', 'people', 'friendly']",2,1,825,0
1.0,0.6667,False,,8,1.6e-05,"['people', 'friendly', 'not', 'ever', 'going', 'leave']",2,1,826,0
1.0,0.5,False,,8,1.6e-05,"['need', 'new', 'mattress', 'what', 'matter', 'one']",2,1,827,0
1.0,0.4,False,,5,1e-05,"['what', 'matter', 'one', 'not', 'comfortable']",2,1,828,0
1.0,0.5,False,,6,1.2e-05,"['not', 'comfortable', 'seems', 'fine']",2,1,829,0
1.0,0.6667,False,,7,1.4e-05,"['seems', 'fine', 'toss', 'turn', 'all', 'night']",2,1,830,0
1.0,0.5,False,,6,1.2e-05,"['toss', 'turn', 'all', 'night', 'you', 'should', 'stop', 'drinking']",2,1,831,0
1.0,0.375,False,,8,1.6e-05,"['you', 'should', 'stop', 'drinking', 'coffee', 'look', 'these', 'marks']",2,1,832,0
1.0,0.3333,False,,4,8e-06,"['look', 'these', 'marks', 'arms', 'what', 'they']",2,1,833,0
1.0,0.6667,False,,4,8e-06,"['they', 'what', 'bites']",2,1,834,0
1.0,0.6667,False,,6,1.2e-05,"['they', 'bites', 'did', 'cat', 'bite', 'you']",2,1,835,0
0.908,0.4286,True,,11,2.2e-05,"['did', 'cat', 'bite', 'you', 'bedbugs', 'mattress', 'bit']",2,2,836,1
0.9449,0.7143,True,,9,1.8e-05,"['mattress', 'bedbugs', 'bit', 'okay', 'let', 'get', 'new']",2,2,837,1
1.0,0.6,False,,5,1e-05,"['laptop', 'slow', 'buy', 'new', 'one']",2,1,838,0
1.0,0.6667,False,,8,1.6e-05,"['buy', 'new', 'one', 'would', 'had', 'money']",2,1,839,0
1.0,0.4,False,,6,1.2e-05,"['would', 'had', 'money', 'why', 'slow']",2,1,840,0
1.0,0.5,False,,6,1.2e-05,"['why', 'slow', 'good', 'question']",2,1,841,0
1.0,0.7143,False,,9,1.8e-05,"['good', 'question', 'did', 'you', 'take', 'computer', 'shop']",2,1,842,0
1.0,0.375,False,,8,1.6e-05,"['did', 'you', 'take', 'computer', 'shop', 'would', 'had', 'money']",2,1,843,0
1.0,0.625,False,,11,2.2e-05,"['would', 'had', 'money', 'well', 'guess', 'you', 'have', 'live']",2,1,844,0
1.0,0.375,False,,10,2e-05,"['well', 'guess', 'you', 'have', 'live', 'sometimes', 'want', 'throw']",2,1,845,0
1.0,0.4286,False,,8,1.6e-05,"['want', 'sometimes', 'throw', 'out', 'window', 'you', 'don']",2,1,846,0
1.0,0.4,False,,3,6e-06,"['you', 'don', 'want', 'why', 'not']",2,1,847,0
1.0,0.7143,False,,8,1.6e-05,"['why', 'not', 'you', 'might', 'hit', 'someone', 'head']",2,1,848,0
